ORDER_ID,CUSTOMER_ID,ORDER_DATE,STATUS,ORDER_TOTAL
498,115,2025-08-18 23:46:44,DELIVERED,3352.31
499,778,2025-08-18 23:44:24,DELIVERED,444.49
500,96,2025-08-18 23:58:16,SHIPPED,245.1
501,934,2025-08-18 23:53:29,NEW,2853.91
502,155,2025-08-18 23:57:23,SHIPPED,3253.11
503,23,2025-08-18 23:58:20,CANCELLED,1149.72
504,361,2025-08-18 23:44:49,CANCELLED,3663.7
505,106,2025-08-18 23:56:51,SHIPPED,3679.89
506,418,2025-08-18 23:47:52,NEW,614.46
507,114,2025-08-18 23:46:41,CANCELLED,4438.76
508,80,2025-08-18 23:58:39,DELIVERED,2948.73
509,164,2025-08-18 23:51:20,DELIVERED,870.7
510,228,2025-08-18 23:44:59,CANCELLED,2732.53
511,131,2025-08-18 23:46:28,DELIVERED,5673.83
512,160,2025-08-18 23:48:55,NEW,132.13
513,258,2025-08-18 23:50:35,DELIVERED,1121.37
514,715,2025-08-18 23:56:14,CANCELLED,4830.77
515,327,2025-08-18 23:45:57,CANCELLED,2254.05
516,314,2025-08-18 23:44:05,NEW,4304.86
517,492,2025-08-18 23:52:32,DELIVERED,1925.73
518,347,2025-08-18 23:45:06,NEW,203.64
519,424,2025-08-18 23:57:56,SHIPPED,2426.83
520,186,2025-08-18 23:47:43,SHIPPED,2873.32
521,639,2025-08-18 23:55:15,SHIPPED,2306.88
522,14,2025-08-18 23:52:49,DELIVERED,3660.34
523,698,2025-08-18 23:51:29,SHIPPED,3433.12
524,875,2025-08-18 23:48:25,SHIPPED,1671.64
525,70,2025-08-18 23:48:33,SHIPPED,2291.49
526,68,2025-08-18 23:53:20,DELIVERED,6408.03
527,304,2025-08-18 23:57:41,NEW,515.46
528,973,2025-08-18 23:45:53,SHIPPED,2649.02
529,238,2025-08-18 23:48:55,SHIPPED,1563.72
530,495,2025-08-18 23:47:23,CANCELLED,2937.35
531,623,2025-08-18 23:52:24,CANCELLED,3354.16
532,411,2025-08-18 23:54:08,NEW,1195.72
533,504,2025-08-18 23:46:26,CANCELLED,133.37
534,39,2025-08-18 23:51:21,NEW,5839.76
535,1000,2025-08-18 23:48:14,NEW,843.96
536,963,2025-08-18 23:47:02,CANCELLED,2008.57
537,97,2025-08-19 00:01:24,CANCELLED,2589.12
538,815,2025-08-18 23:57:43,NEW,3569.09
539,341,2025-08-18 23:44:37,SHIPPED,2690.09
540,659,2025-08-18 23:56:53,SHIPPED,4650.0
541,824,2025-08-18 23:47:04,SHIPPED,2159.81
542,832,2025-08-18 23:53:13,DELIVERED,1811.17
543,361,2025-08-18 23:51:59,CANCELLED,867.72
544,300,2025-08-18 23:44:45,SHIPPED,4795.4
545,57,2025-08-18 23:51:52,SHIPPED,2545.58
546,695,2025-08-18 23:45:29,CANCELLED,4616.65
547,860,2025-08-18 23:53:20,DELIVERED,515.45
548,618,2025-08-18 23:57:06,CANCELLED,2027.96
549,698,2025-08-18 23:55:43,NEW,3566.87
550,932,2025-08-18 23:49:55,CANCELLED,2150.54
551,868,2025-08-18 23:51:36,CANCELLED,1918.4
552,797,2025-08-18 23:49:19,SHIPPED,1072.85
553,435,2025-08-18 23:54:17,CANCELLED,699.33
554,634,2025-08-18 23:45:31,SHIPPED,3384.79
555,161,2025-08-18 23:52:11,NEW,4242.02
556,517,2025-08-18 23:49:52,SHIPPED,2536.22
557,295,2025-08-18 23:57:39,DELIVERED,4059.55
558,345,2025-08-18 23:51:00,NEW,721.06
559,890,2025-08-18 23:59:37,DELIVERED,2792.81
560,459,2025-08-18 23:45:20,NEW,1842.07
561,577,2025-08-18 23:54:41,CANCELLED,2207.39
562,698,2025-08-18 23:48:28,DELIVERED,979.48
563,348,2025-08-18 23:46:25,DELIVERED,3451.04
564,145,2025-08-18 23:51:49,NEW,795.58
565,5,2025-08-18 23:44:43,SHIPPED,4254.11
566,639,2025-08-19 00:00:44,SHIPPED,2258.16
567,954,2025-08-18 23:43:53,DELIVERED,363.45
568,17,2025-08-18 23:53:41,DELIVERED,5758.55
569,501,2025-08-18 23:56:15,CANCELLED,3664.76
570,191,2025-08-18 23:43:38,NEW,5584.6
571,381,2025-08-18 23:57:49,CANCELLED,1337.08
572,658,2025-08-18 23:58:21,NEW,1215.57
573,880,2025-08-18 23:58:03,DELIVERED,1492.3
574,358,2025-08-18 23:58:17,DELIVERED,2915.75
575,415,2025-08-18 23:57:42,DELIVERED,5541.7
576,958,2025-08-18 23:56:49,CANCELLED,297.7
577,977,2025-08-18 23:55:54,CANCELLED,174.84
578,313,2025-08-19 00:01:07,NEW,1224.41
579,125,2025-08-18 23:57:29,NEW,4989.25
580,466,2025-08-18 23:44:42,DELIVERED,3226.74
581,38,2025-08-18 23:58:06,CANCELLED,2578.2
582,857,2025-08-18 23:45:28,NEW,3821.65
583,290,2025-08-18 23:57:11,CANCELLED,1466.9
584,604,2025-08-18 23:58:55,SHIPPED,1679.52
585,600,2025-08-19 00:00:08,DELIVERED,4332.17
586,297,2025-08-18 23:57:55,CANCELLED,232.71
587,430,2025-08-18 23:57:37,NEW,4324.2
588,363,2025-08-18 23:58:22,CANCELLED,3033.01
589,473,2025-08-18 23:57:28,CANCELLED,4549.54
590,391,2025-08-18 23:51:37,SHIPPED,4067.29
591,371,2025-08-18 23:57:41,SHIPPED,5116.56
592,500,2025-08-18 23:48:56,CANCELLED,2652.94
593,460,2025-08-19 00:00:17,NEW,133.51
594,989,2025-08-18 23:47:23,DELIVERED,5493.58
595,667,2025-08-18 23:50:35,SHIPPED,2865.69
596,234,2025-08-18 23:47:47,DELIVERED,920.64
597,401,2025-08-18 23:49:25,SHIPPED,548.85
598,608,2025-08-18 23:48:24,CANCELLED,2524.15
599,176,2025-08-19 00:01:29,CANCELLED,2397.4
600,799,2025-08-19 00:01:05,NEW,1667.32
601,961,2025-08-18 23:58:55,CANCELLED,3800.36
602,780,2025-08-18 23:45:58,NEW,1999.14
603,861,2025-08-19 00:00:24,NEW,2146.08
604,49,2025-08-18 23:44:55,CANCELLED,933.2
605,400,2025-08-19 00:00:59,SHIPPED,3445.3
606,860,2025-08-19 00:00:57,SHIPPED,2388.22
607,725,2025-08-18 23:52:17,DELIVERED,5308.13
608,938,2025-08-18 23:59:48,SHIPPED,1593.08
609,211,2025-08-18 23:56:45,NEW,3590.54
610,933,2025-08-18 23:43:33,NEW,2564.66
611,875,2025-08-18 23:55:47,SHIPPED,209.88
612,854,2025-08-19 00:00:51,SHIPPED,4894.23
613,728,2025-08-18 23:50:56,SHIPPED,1348.63
614,432,2025-08-18 23:46:15,DELIVERED,3781.3
615,693,2025-08-18 23:45:36,DELIVERED,2940.55
616,797,2025-08-18 23:49:49,NEW,3424.9
617,79,2025-08-18 23:56:07,DELIVERED,2798.68
618,490,2025-08-18 23:56:53,NEW,2356.69
619,751,2025-08-18 23:49:29,DELIVERED,3430.89
620,960,2025-08-18 23:55:14,CANCELLED,550.44
621,444,2025-08-18 23:49:44,DELIVERED,1883.67
622,922,2025-08-18 23:59:55,SHIPPED,80.97
623,701,2025-08-18 23:55:26,CANCELLED,943.63
624,50,2025-08-18 23:46:37,DELIVERED,186.76
625,190,2025-08-18 23:44:18,CANCELLED,2128.27
626,550,2025-08-18 23:46:13,CANCELLED,2329.8
627,495,2025-08-18 23:49:17,NEW,4125.92
628,685,2025-08-18 23:53:07,SHIPPED,2346.85
629,761,2025-08-18 23:56:28,CANCELLED,2978.5
630,103,2025-08-18 23:56:23,CANCELLED,836.02
631,669,2025-08-18 23:53:33,NEW,2315.85
632,130,2025-08-18 23:50:09,CANCELLED,2439.15
633,579,2025-08-18 23:51:16,NEW,2976.54
634,685,2025-08-18 23:47:17,NEW,4000.5
635,323,2025-08-18 23:55:50,NEW,739.62
636,270,2025-08-18 23:55:04,SHIPPED,3402.24
637,197,2025-08-18 23:57:02,NEW,919.14
638,249,2025-08-18 23:57:49,SHIPPED,1844.19
639,872,2025-08-18 23:55:52,DELIVERED,1698.52
640,991,2025-08-18 23:47:03,DELIVERED,1516.66
641,251,2025-08-18 23:59:13,CANCELLED,2960.47
642,845,2025-08-18 23:59:40,DELIVERED,1014.41
643,502,2025-08-18 23:48:07,DELIVERED,4443.67
644,584,2025-08-18 23:59:14,DELIVERED,429.14
645,301,2025-08-19 00:00:47,DELIVERED,2639.81
646,311,2025-08-18 23:49:01,NEW,4503.36
647,771,2025-08-18 23:50:04,CANCELLED,1855.88
648,1,2025-08-19 00:01:20,SHIPPED,1556.92
649,236,2025-08-18 23:54:12,DELIVERED,3005.65
650,655,2025-08-18 23:45:49,DELIVERED,7127.7
651,798,2025-08-18 23:59:44,CANCELLED,2897.34
652,539,2025-08-18 23:44:16,NEW,3446.26
653,632,2025-08-18 23:51:14,DELIVERED,164.49
654,638,2025-08-18 23:57:39,CANCELLED,3631.46
655,621,2025-08-18 23:53:51,DELIVERED,2132.8
656,309,2025-08-18 23:45:05,DELIVERED,3985.85
657,654,2025-08-18 23:58:45,SHIPPED,1997.67
658,659,2025-08-19 00:00:35,DELIVERED,4110.77
659,819,2025-08-18 23:50:25,DELIVERED,2116.5
660,56,2025-08-18 23:54:16,DELIVERED,2298.6
661,82,2025-08-18 23:59:27,NEW,3375.99
662,356,2025-08-18 23:54:13,CANCELLED,3696.77
663,200,2025-08-18 23:49:13,SHIPPED,6259.18
664,345,2025-08-18 23:50:46,DELIVERED,6229.61
665,642,2025-08-18 23:57:28,CANCELLED,1975.79
666,886,2025-08-18 23:54:50,NEW,1642.86
667,801,2025-08-18 23:50:44,NEW,3044.5
668,581,2025-08-18 23:48:49,NEW,3831.06
669,825,2025-08-18 23:58:54,CANCELLED,2461.06
670,109,2025-08-18 23:56:34,CANCELLED,291.58
671,843,2025-08-18 23:45:37,NEW,558.18
672,263,2025-08-18 23:53:29,NEW,1505.03
673,924,2025-08-18 23:52:03,CANCELLED,3530.27
674,935,2025-08-18 23:48:57,NEW,3839.86
675,810,2025-08-18 23:57:36,NEW,4306.34
676,946,2025-08-18 23:58:19,NEW,1064.58
677,872,2025-08-18 23:44:11,NEW,1689.57
678,287,2025-08-18 23:46:22,SHIPPED,2469.16
679,944,2025-08-18 23:59:25,SHIPPED,950.55
680,970,2025-08-18 23:46:01,DELIVERED,2133.41
681,173,2025-08-18 23:54:56,NEW,1633.1
682,244,2025-08-18 23:55:14,NEW,2424.91
683,666,2025-08-19 00:01:11,NEW,5971.35
684,704,2025-08-18 23:43:42,DELIVERED,1764.69
685,140,2025-08-18 23:49:25,DELIVERED,3080.21
686,575,2025-08-18 23:51:39,DELIVERED,4328.55
687,849,2025-08-18 23:52:50,SHIPPED,172.04
688,297,2025-08-18 23:51:34,SHIPPED,91.2
689,320,2025-08-18 23:49:28,SHIPPED,4211.26
690,502,2025-08-18 23:46:05,DELIVERED,254.46
691,680,2025-08-18 23:52:42,CANCELLED,2140.34
692,132,2025-08-18 23:51:27,SHIPPED,5870.6
693,220,2025-08-18 23:58:02,NEW,528.31
694,153,2025-08-18 23:49:45,NEW,1458.89
695,363,2025-08-18 23:55:05,DELIVERED,3804.85
696,846,2025-08-18 23:43:35,CANCELLED,4966.95
697,852,2025-08-18 23:44:58,DELIVERED,2234.26
698,108,2025-08-18 23:44:41,DELIVERED,172.35
699,865,2025-08-18 23:50:25,DELIVERED,1499.32
700,752,2025-08-18 23:59:48,CANCELLED,2457.91
701,864,2025-08-18 23:48:39,CANCELLED,1542.5
702,162,2025-08-18 23:59:40,DELIVERED,1237.21
703,45,2025-08-18 23:55:56,DELIVERED,1798.27
704,904,2025-08-18 23:47:50,SHIPPED,2789.49
705,179,2025-08-18 23:55:55,NEW,2457.53
706,663,2025-08-18 23:50:07,SHIPPED,1400.08
707,232,2025-08-18 23:44:25,NEW,1664.25
708,635,2025-08-18 23:55:21,DELIVERED,1822.04
709,63,2025-08-18 23:43:58,NEW,774.99
710,572,2025-08-18 23:54:44,SHIPPED,4043.82
711,100,2025-08-18 23:48:10,CANCELLED,2311.88
712,652,2025-08-18 23:53:39,NEW,2571.79
713,425,2025-08-18 23:45:47,DELIVERED,3849.48
714,424,2025-08-19 00:01:17,NEW,2830.72
715,59,2025-08-18 23:52:21,NEW,4273.75
716,389,2025-08-18 23:43:57,DELIVERED,2633.48
717,606,2025-08-18 23:47:29,CANCELLED,8.01
718,841,2025-08-18 23:57:51,DELIVERED,232.96
719,835,2025-08-18 23:54:55,SHIPPED,5183.57
720,769,2025-08-18 23:44:25,DELIVERED,3361.5
721,458,2025-08-18 23:52:33,DELIVERED,875.75
722,228,2025-08-18 23:48:18,NEW,3862.84
723,115,2025-08-18 23:58:05,NEW,4451.11
724,164,2025-08-18 23:44:06,NEW,1679.16
725,288,2025-08-19 00:00:04,SHIPPED,439.42
726,249,2025-08-19 00:00:01,NEW,2546.88
727,409,2025-08-19 00:01:11,DELIVERED,2281.3
728,697,2025-08-18 23:48:04,DELIVERED,1675.79
729,577,2025-08-18 23:56:01,CANCELLED,504.42
730,570,2025-08-18 23:54:31,SHIPPED,3484.16
731,179,2025-08-18 23:50:23,DELIVERED,3559.14
732,933,2025-08-18 23:59:04,DELIVERED,1660.14
733,452,2025-08-18 23:46:13,SHIPPED,6696.48
734,572,2025-08-18 23:51:58,NEW,2226.05
735,477,2025-08-18 23:53:26,CANCELLED,806.75
736,791,2025-08-18 23:53:47,SHIPPED,90.05
737,333,2025-08-19 00:00:15,CANCELLED,2532.92
738,432,2025-08-18 23:49:33,NEW,1956.94
739,170,2025-08-18 23:57:01,SHIPPED,644.06
740,528,2025-08-18 23:57:05,CANCELLED,3249.97
741,259,2025-08-18 23:53:01,NEW,1367.2
742,722,2025-08-18 23:49:29,DELIVERED,213.17
743,702,2025-08-18 23:51:09,DELIVERED,1175.94
744,181,2025-08-18 23:53:01,DELIVERED,4004.05
745,865,2025-08-18 23:44:30,DELIVERED,917.13
746,676,2025-08-19 00:00:22,SHIPPED,35.31
747,434,2025-08-18 23:43:45,SHIPPED,2694.86
748,93,2025-08-18 23:59:10,NEW,4969.35
749,907,2025-08-18 23:57:12,NEW,1147.85
750,229,2025-08-18 23:46:22,SHIPPED,2687.24
751,723,2025-08-18 23:54:41,NEW,556.65
752,771,2025-08-18 23:54:33,CANCELLED,5041.3
753,702,2025-08-18 23:48:55,NEW,5070.32
754,690,2025-08-19 00:00:41,NEW,3093.94
755,431,2025-08-18 23:57:14,CANCELLED,1408.36
756,229,2025-08-18 23:53:34,CANCELLED,4774.76
757,246,2025-08-18 23:49:24,DELIVERED,1007.0
758,844,2025-08-18 23:53:31,DELIVERED,5454.76
759,420,2025-08-19 00:00:04,NEW,2047.72
760,5,2025-08-18 23:46:58,DELIVERED,4612.06
761,787,2025-08-18 23:55:10,CANCELLED,3498.4
762,762,2025-08-18 23:43:45,SHIPPED,2762.61
763,523,2025-08-18 23:45:52,DELIVERED,176.24
764,109,2025-08-18 23:50:27,SHIPPED,1886.36
765,358,2025-08-18 23:49:51,SHIPPED,1280.49
766,524,2025-08-18 23:56:14,NEW,1456.37
767,772,2025-08-18 23:43:49,SHIPPED,2799.66
768,390,2025-08-19 00:00:38,NEW,3672.72
769,749,2025-08-18 23:57:30,DELIVERED,874.72
770,247,2025-08-18 23:48:21,DELIVERED,5060.15
771,286,2025-08-18 23:43:51,CANCELLED,498.34
772,514,2025-08-18 23:50:30,SHIPPED,2804.52
773,688,2025-08-18 23:58:27,SHIPPED,625.74
774,144,2025-08-18 23:47:13,CANCELLED,878.59
775,231,2025-08-18 23:46:14,CANCELLED,2069.58
776,826,2025-08-18 23:59:31,DELIVERED,5332.85
777,906,2025-08-18 23:53:48,NEW,693.65
778,292,2025-08-18 23:45:39,NEW,3589.2
779,365,2025-08-18 23:46:38,DELIVERED,1854.92
780,911,2025-08-18 23:49:17,SHIPPED,510.21
781,339,2025-08-18 23:54:32,DELIVERED,1533.62
782,511,2025-08-18 23:44:50,NEW,2305.1
783,801,2025-08-18 23:43:41,DELIVERED,497.49
784,464,2025-08-18 23:51:49,CANCELLED,3521.74
785,317,2025-08-18 23:59:21,SHIPPED,4686.95
786,288,2025-08-18 23:46:20,NEW,3985.57
787,457,2025-08-18 23:47:51,DELIVERED,2941.26
788,443,2025-08-18 23:48:35,SHIPPED,4850.14
789,76,2025-08-18 23:51:43,SHIPPED,170.35
790,122,2025-08-18 23:49:37,DELIVERED,2586.26
791,566,2025-08-18 23:52:22,DELIVERED,2413.07
792,194,2025-08-18 23:59:40,NEW,3530.5
793,72,2025-08-18 23:48:09,SHIPPED,2907.3
794,110,2025-08-18 23:55:32,DELIVERED,3216.54
795,169,2025-08-18 23:56:42,SHIPPED,2067.56
796,814,2025-08-18 23:55:57,CANCELLED,2386.81
797,254,2025-08-18 23:43:47,NEW,2332.77
798,722,2025-08-18 23:47:10,CANCELLED,1062.92
799,556,2025-08-18 23:52:53,NEW,5234.24
800,102,2025-08-18 23:59:14,SHIPPED,1075.25
801,46,2025-08-18 23:54:33,NEW,5279.75
802,195,2025-08-18 23:45:13,CANCELLED,1464.63
803,178,2025-08-18 23:55:20,DELIVERED,3341.81
804,773,2025-08-19 00:01:14,NEW,1371.05
805,751,2025-08-18 23:49:49,DELIVERED,5113.44
806,774,2025-08-19 00:00:55,NEW,266.36
807,647,2025-08-18 23:52:50,NEW,4763.59
808,555,2025-08-18 23:47:09,DELIVERED,1484.44
809,34,2025-08-18 23:46:51,SHIPPED,2166.71
810,781,2025-08-18 23:50:51,CANCELLED,135.39
811,903,2025-08-19 00:00:30,CANCELLED,424.74
812,340,2025-08-19 00:01:10,DELIVERED,3320.58
813,696,2025-08-18 23:59:21,NEW,1242.51
814,823,2025-08-18 23:57:41,NEW,1281.41
815,632,2025-08-18 23:53:28,SHIPPED,4207.85
816,176,2025-08-18 23:46:59,DELIVERED,3789.55
817,949,2025-08-18 23:52:50,NEW,1428.26
818,638,2025-08-18 23:45:52,SHIPPED,1451.51
819,776,2025-08-18 23:44:49,CANCELLED,732.64
820,480,2025-08-18 23:57:01,NEW,1765.52
821,706,2025-08-18 23:50:55,CANCELLED,3906.9
822,592,2025-08-18 23:57:45,DELIVERED,1545.44
823,406,2025-08-18 23:45:36,CANCELLED,3611.14
824,571,2025-08-18 23:46:13,SHIPPED,337.13
825,698,2025-08-18 23:55:35,NEW,1481.2
826,687,2025-08-18 23:50:27,CANCELLED,3805.39
827,12,2025-08-18 23:54:41,SHIPPED,2073.72
828,472,2025-08-18 23:45:03,CANCELLED,3655.39
829,934,2025-08-18 23:53:46,DELIVERED,1083.8
830,328,2025-08-18 23:59:20,NEW,2053.83
831,997,2025-08-19 00:01:27,DELIVERED,1831.35
832,62,2025-08-18 23:44:54,SHIPPED,4161.1
833,922,2025-08-18 23:44:33,SHIPPED,1438.34
834,7,2025-08-18 23:52:04,CANCELLED,2225.06
835,324,2025-08-18 23:49:00,NEW,4638.66
836,518,2025-08-18 23:45:00,CANCELLED,2865.22
837,718,2025-08-18 23:54:21,SHIPPED,4900.87
838,165,2025-08-18 23:45:22,NEW,870.63
839,357,2025-08-18 23:52:45,SHIPPED,5928.75
840,732,2025-08-18 23:45:28,CANCELLED,939.34
841,678,2025-08-19 00:00:57,SHIPPED,2372.92
842,226,2025-08-18 23:52:05,SHIPPED,1033.21
843,226,2025-08-18 23:53:15,NEW,2168.53
844,910,2025-08-18 23:55:00,DELIVERED,405.19
845,791,2025-08-18 23:49:24,NEW,979.88
846,39,2025-08-18 23:58:12,SHIPPED,693.08
847,736,2025-08-18 23:50:48,SHIPPED,975.6
848,35,2025-08-18 23:46:44,SHIPPED,1819.0
849,403,2025-08-18 23:47:15,DELIVERED,2248.43
850,713,2025-08-18 23:44:20,NEW,2998.57
851,318,2025-08-18 23:56:14,CANCELLED,1049.59
852,172,2025-08-19 00:00:32,NEW,1795.94
853,278,2025-08-18 23:46:22,CANCELLED,974.22
854,313,2025-08-18 23:53:06,CANCELLED,4416.86
855,720,2025-08-18 23:56:58,CANCELLED,1538.51
856,909,2025-08-18 23:43:49,SHIPPED,3298.74
857,746,2025-08-18 23:58:48,SHIPPED,5302.25
858,925,2025-08-18 23:57:23,DELIVERED,4874.61
859,833,2025-08-18 23:49:13,CANCELLED,651.96
860,844,2025-08-18 23:46:05,DELIVERED,5430.16
861,659,2025-08-18 23:53:27,NEW,3035.91
862,957,2025-08-18 23:49:23,NEW,1830.49
863,155,2025-08-18 23:44:28,SHIPPED,1108.0
864,809,2025-08-18 23:54:19,DELIVERED,2631.1
865,849,2025-08-18 23:59:10,CANCELLED,871.54
866,314,2025-08-18 23:53:11,CANCELLED,1891.21
867,748,2025-08-18 23:59:30,CANCELLED,967.18
868,471,2025-08-18 23:45:05,SHIPPED,2230.41
869,416,2025-08-18 23:57:07,CANCELLED,2994.9
870,330,2025-08-18 23:47:38,CANCELLED,1441.93
871,315,2025-08-18 23:46:25,DELIVERED,184.2
872,669,2025-08-18 23:47:18,NEW,1904.67
873,797,2025-08-18 23:57:35,SHIPPED,597.68
874,802,2025-08-18 23:57:01,NEW,1458.68
875,615,2025-08-18 23:50:20,NEW,2948.47
876,948,2025-08-18 23:55:44,NEW,984.11
877,574,2025-08-18 23:50:47,SHIPPED,698.23
878,768,2025-08-18 23:47:42,NEW,2133.03
879,418,2025-08-19 00:00:37,NEW,3891.58
880,343,2025-08-19 00:00:43,CANCELLED,1599.09
881,139,2025-08-18 23:51:30,DELIVERED,3225.07
882,640,2025-08-18 23:55:28,DELIVERED,932.88
883,610,2025-08-19 00:00:48,NEW,1483.63
884,437,2025-08-18 23:51:42,SHIPPED,958.28
885,598,2025-08-18 23:45:58,CANCELLED,354.72
886,5,2025-08-18 23:59:26,SHIPPED,1598.54
887,721,2025-08-19 00:00:23,DELIVERED,2061.71
888,857,2025-08-18 23:50:01,CANCELLED,142.34
889,900,2025-08-18 23:50:13,DELIVERED,1767.17
890,342,2025-08-18 23:59:09,CANCELLED,1735.72
891,898,2025-08-18 23:46:27,DELIVERED,2792.61
892,399,2025-08-18 23:53:35,SHIPPED,1612.56
893,318,2025-08-18 23:54:33,CANCELLED,5139.05
894,230,2025-08-18 23:45:27,NEW,4203.98
895,716,2025-08-18 23:43:34,CANCELLED,3067.96
896,487,2025-08-18 23:52:49,SHIPPED,1893.03
897,987,2025-08-18 23:54:38,NEW,3229.99
898,50,2025-08-19 00:01:07,DELIVERED,2256.74
899,261,2025-08-18 23:50:39,DELIVERED,216.3
900,351,2025-08-18 23:44:54,SHIPPED,568.22
901,906,2025-08-18 23:44:16,CANCELLED,3235.81
902,26,2025-08-18 23:59:45,NEW,3304.45
903,705,2025-08-18 23:59:38,CANCELLED,3490.08
904,873,2025-08-18 23:53:56,DELIVERED,3152.64
905,493,2025-08-18 23:55:50,SHIPPED,1092.73
906,624,2025-08-18 23:58:20,DELIVERED,3941.49
907,566,2025-08-18 23:51:29,CANCELLED,2013.8
908,437,2025-08-18 23:53:29,SHIPPED,2988.46
909,548,2025-08-18 23:48:58,SHIPPED,259.41
910,917,2025-08-18 23:57:22,CANCELLED,274.45
911,956,2025-08-18 23:47:46,DELIVERED,4615.26
912,240,2025-08-18 23:47:20,DELIVERED,1755.2
913,955,2025-08-18 23:46:18,CANCELLED,3601.94
914,577,2025-08-18 23:50:38,SHIPPED,1608.41
915,216,2025-08-18 23:57:18,CANCELLED,1259.18
916,962,2025-08-18 23:48:30,CANCELLED,3638.98
917,401,2025-08-18 23:49:31,CANCELLED,662.65
918,582,2025-08-18 23:44:43,CANCELLED,2409.59
919,160,2025-08-18 23:49:50,CANCELLED,3159.65
920,149,2025-08-19 00:00:25,SHIPPED,2846.36
921,738,2025-08-19 00:01:16,NEW,1333.64
922,944,2025-08-18 23:55:37,DELIVERED,5092.07
923,630,2025-08-18 23:54:41,SHIPPED,2801.8
924,187,2025-08-18 23:47:33,NEW,2445.48
925,214,2025-08-18 23:53:57,DELIVERED,4504.52
926,366,2025-08-18 23:53:49,SHIPPED,5430.36
927,651,2025-08-18 23:54:45,DELIVERED,3951.89
928,372,2025-08-18 23:51:51,NEW,4018.2
929,957,2025-08-18 23:45:25,DELIVERED,448.01
930,142,2025-08-18 23:54:04,SHIPPED,1923.52
931,292,2025-08-18 23:47:44,DELIVERED,1457.46
932,888,2025-08-18 23:43:55,NEW,7211.41
933,832,2025-08-18 23:44:34,DELIVERED,1209.82
934,520,2025-08-18 23:46:24,SHIPPED,2663.23
935,308,2025-08-18 23:45:45,DELIVERED,1543.88
936,780,2025-08-18 23:49:59,DELIVERED,2625.55
937,849,2025-08-18 23:50:24,DELIVERED,2819.4
938,152,2025-08-18 23:48:30,NEW,4676.86
939,70,2025-08-18 23:51:57,SHIPPED,2498.38
940,208,2025-08-18 23:49:12,DELIVERED,921.77
941,666,2025-08-18 23:58:52,CANCELLED,1085.75
942,645,2025-08-18 23:48:07,DELIVERED,1787.66
943,220,2025-08-18 23:54:12,DELIVERED,4040.44
944,414,2025-08-18 23:51:09,SHIPPED,255.15
945,216,2025-08-18 23:52:48,NEW,242.97
946,980,2025-08-18 23:53:47,NEW,2192.62
947,309,2025-08-18 23:46:50,SHIPPED,2606.09
948,988,2025-08-18 23:50:26,NEW,872.16
949,870,2025-08-18 23:46:23,NEW,5068.16
950,325,2025-08-18 23:46:32,DELIVERED,3795.76
951,357,2025-08-18 23:59:09,DELIVERED,4204.35
952,79,2025-08-18 23:53:48,NEW,1495.7
953,804,2025-08-18 23:44:20,CANCELLED,3488.52
954,824,2025-08-18 23:54:58,NEW,3483.28
955,423,2025-08-19 00:00:43,CANCELLED,3044.82
956,725,2025-08-18 23:54:45,SHIPPED,3863.57
957,375,2025-08-18 23:44:28,SHIPPED,817.76
958,531,2025-08-18 23:59:55,CANCELLED,4051.49
959,427,2025-08-18 23:47:49,SHIPPED,647.31
960,694,2025-08-18 23:53:58,DELIVERED,986.87
961,50,2025-08-18 23:55:45,NEW,1926.25
962,229,2025-08-18 23:53:30,NEW,730.96
963,492,2025-08-18 23:52:39,SHIPPED,2137.99
964,837,2025-08-18 23:49:33,NEW,1115.55
965,495,2025-08-18 23:48:38,DELIVERED,2019.35
966,249,2025-08-18 23:57:06,SHIPPED,448.44
967,818,2025-08-18 23:55:31,NEW,2260.55
968,957,2025-08-18 23:54:52,SHIPPED,2543.35
969,602,2025-08-18 23:58:29,NEW,1997.87
970,811,2025-08-18 23:54:27,NEW,1970.66
971,741,2025-08-18 23:44:59,DELIVERED,1885.53
972,978,2025-08-18 23:59:49,DELIVERED,1586.98
973,975,2025-08-18 23:43:37,SHIPPED,3304.95
974,284,2025-08-19 00:00:02,CANCELLED,2405.4
975,115,2025-08-18 23:54:30,DELIVERED,2013.2
976,135,2025-08-18 23:50:27,SHIPPED,3583.24
977,202,2025-08-18 23:52:28,DELIVERED,2569.7
978,604,2025-08-18 23:54:42,NEW,1339.9
979,766,2025-08-19 00:01:26,DELIVERED,1640.88
980,639,2025-08-18 23:58:50,NEW,531.1
981,902,2025-08-18 23:52:24,DELIVERED,3783.41
982,813,2025-08-18 23:57:33,DELIVERED,2422.23
983,233,2025-08-19 00:01:01,SHIPPED,2214.5
984,157,2025-08-18 23:55:38,CANCELLED,2962.35
985,182,2025-08-18 23:50:57,CANCELLED,4066.42
986,959,2025-08-18 23:50:02,SHIPPED,1081.77
987,979,2025-08-18 23:46:49,DELIVERED,1716.24
988,307,2025-08-18 23:58:44,NEW,1645.25
989,20,2025-08-19 00:00:08,CANCELLED,1668.92
990,700,2025-08-19 00:01:11,NEW,1524.13
991,974,2025-08-18 23:44:26,SHIPPED,160.87
992,379,2025-08-18 23:50:24,DELIVERED,2246.45
993,350,2025-08-18 23:50:14,DELIVERED,2885.95
994,592,2025-08-18 23:47:20,CANCELLED,556.73
995,652,2025-08-18 23:59:16,SHIPPED,3371.54
